hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
踏,踏,tā,see 踏实,"newest-7, new-6",v,3442,1,1-char,我每天都踏。,I see 踏实 every day.
蛇,虵,shé,variant of 蛇,"newest-5, new-5, old-5",n,3448,1,1-char,这是蛇。,This is a variant of 蛇.
判,判,pàn,to judge; to sentence; to discriminate; to discern; clearly distinguishable,"newest-7, new-6",v,3453,1,1-char,我每天都判。,I to judge every day.
夺,奪,duó,to seize; to take away forcibly; to wrest control of; to compete or strive for; to force one's way through; to leave out; to lose,"newest-6, new-6",v,3462,1,1-char,我每天都夺。,I to seize every day.
隔,隔,gé,to separate; to partition; to stand or lie between; at a distance from; after or at an interval of,"newest-5, new-4","v, g, vn",3463,1,1-char,我每天都隔。,I to separate every day.
宽,寬,Kuān,surname Kuan,"newest-5, new-4, old-4",a,3471,1,1-char,这个很宽。,This is very surname Kuan.
持,持,chí,to hold; to grasp; to support; to maintain; to persevere; to manage; to run (i.e. administer); to control,"newest-7, new-7",v,3485,1,1-char,我每天都持。,I to hold every day.
扎,扎,zhā,"to prick; to run or stick (a needle etc) into; mug or jug used for serving beer (loanword from ""jar"")","newest-6, new-6, old-6",v,3490,1,1-char,我每天都扎。,I to prick every day.
吼,吼,hǒu,to roar; to howl; to shriek; roar or howl of an animal; bellow of rage,"newest-7, new-7, old-6",v,3491,1,1-char,我每天都吼。,I to roar every day.
汁,汁,zhī,juice,new-7,g,3498,1,1-char,我在学习“汁”。,I'm learning '汁'.
皆,皆,jiē,all; each and every; in all cases,"newest-7, new-7, old-6",d,3500,1,1-char,他皆来。,He comes all.
善,善,shàn,good (virtuous); benevolent; well-disposed; good at sth; to improve or perfect,"newest-7, new-7","g, v",3510,1,1-char,我在学习“善”。,I'm learning '善'.
县,縣,xiàn,county,"newest-5, new-4, old-5",n,3513,1,1-char,这是县。,This is a county.
恶,惡,ě,used in 恶心,"newest-7, new-7","a, g, ad, an",3536,1,1-char,这个很恶。,This is very used in 恶心.
伴,伴,bàn,partner; companion; comrade; associate; to accompany,"newest-7, new-7","v, g",3537,1,1-char,我每天都伴。,I partner; companion; comrade; associate every day.
抛,拋,pāo,to throw; to toss; to fling; to cast; to abandon,"newest-6, new-7","v, nr",3539,1,1-char,我每天都抛。,I to throw every day.
显,顯,xiǎn,to make visible; to reveal; prominent; conspicuous; (prefix) phanero-,"newest-6, new-5","v, g",3543,1,1-char,我每天都显。,I to make visible every day.
惨,慘,cǎn,miserable; wretched; cruel; inhuman; disastrous; tragic; dim; gloomy,"newest-7, new-6","a, ad",3563,1,1-char,这个很惨。,This is very miserable.
抬,抬,tái,to lift; to raise; (of two or more persons) to carry,"newest-4, new-5, old-4",v,3574,1,1-char,我每天都抬。,I to lift every day.
姐,姐,jiě,older sister,new-1,n,3576,1,1-char,这是姐。,This is an older sister.
姓,姓,xìng,family name; surname; to be surnamed,"newest-2, new-2, old-2","v, n",3576,1,1-char,我每天都姓。,I family name every day.
堂,堂,táng,"(main) hall; large room for a specific purpose; relationship between cousins etc on the paternal side of a family; of the same clan; classifier for classes, lectures etc; classifier for sets of furniture","newest-7, new-7","q, g",3587,1,1-char,我在学习“堂”。,I'm learning '堂'.
密,密,Mì,surname Mi; name of an ancient state,"newest-6, new-4","a, ad",3591,1,1-char,这个很密。,This is very surname Mi.
桶,桶,tǒng,bucket; (trash) can; barrel (of oil etc),"newest-4, new-7","n, q",3595,1,1-char,这是桶。,This is a bucket.
港,港,Gǎng,Hong Kong (abbr. for 港); surname Gang,"newest-7, new-7",n,3599,1,1-char,这是港。,This is a Hong Kong.
寻,尋,xún,to search; to look for; to seek,"newest-7, new-7",v,3606,1,1-char,我每天都寻。,I to search every day.
播,播,bō,to sow; to scatter; to spread; to broadcast; Taiwan pr. [bò],"newest-6, new-6",v,3610,1,1-char,我每天都播。,I to sow every day.
社,社,shè,(bound form) society; organization; agency; (old) god of the land,"newest-6, new-5","n, g",3615,1,1-char,这是社。,This is a society; organization; agency.
零,零,líng,zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither,"newest-1, new-1, old-1","m, t, g",3623,1,1-char,我有三零。,I have three zero.
税,稅,shuì,taxes; duties,"newest-5, new-6, old-5",n,3627,1,1-char,这是税。,This is a taxes.
井,井,Jǐng,"Jing, one of the 28 constellations of Chinese astronomy; surname Jing","newest-6, new-6, old-6",n,3630,1,1-char,这是井。,"This is a Jing, one of the 28 constellations of Chinese astronomy."
独,獨,dú,alone; independent; single; sole; only,"newest-7, new-7","d, a",3635,1,1-char,他独来。,He comes alone.
粘,粘,nián,variant of 黏,"newest-6, new-7",v,3640,1,1-char,我每天都粘。,I variant of 黏 every day.
钻,鑚,zuàn,variant of 钻,"newest-6, new-6",v,3642,1,1-char,我每天都钻。,I variant of 钻 every day.
搜,搜,sōu,to search,"newest-5, new-5",v,3653,1,1-char,我每天都搜。,I to search every day.
盐,鹽,yán,salt,"newest-4, new-4, old-4",n,3653,1,1-char,这是盐。,This is a salt.
佛,佛,Fó,Buddha; Buddhism (abbr. for 陀),"newest-7, new-6",n,3671,1,1-char,这是佛。,This is a Buddha; Buddhism.
甩,甩,shuǎi,to throw; to fling; to swing; to leave behind; to throw off; to dump (sb),"newest-7, new-7, old-5",v,3672,1,1-char,我每天都甩。,I to throw every day.
晒,晒,shài,variant of 晒,"newest-5, new-4, old-5","v, vn",3679,1,1-char,我每天都晒。,I variant of 晒 every day.
夹,夾,jiā,to press from either side; to place in between; to sandwich; to carry sth under armpit; wedged between; between; to intersperse; to mix; to mingle; clip; folder; Taiwan pr. [jiá],"newest-6, new-5",v,3693,1,1-char,我每天都夹。,I to press from either side every day.
减,減,jiǎn,to lower; to decrease; to reduce; to subtract; to diminish,"newest-4, new-4",v,3695,1,1-char,我每天都减。,I to lower every day.
涂,塗,tú,to apply (paint etc); to smear; to daub; to blot out; to scribble; to scrawl; (literary) mud; street,"newest-7, new-7",v,3698,1,1-char,我每天都涂。,I to apply every day.
乖,乖,guāi,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal","newest-7, new-7, old-5",a,3704,1,1-char,这个很乖。,"This is very obedient, well-behaved."
瓦,瓦,wǎ,roof tile; abbr. for 特,"newest-7, new-7","n, q",3722,1,1-char,这是瓦。,This is a roof tile.
依,依,yī,to depend on; to comply with or listen to sb; according to; in the light of,"newest-7, new-7","v, p, nr",3723,1,1-char,我每天都依。,I to depend on every day.
末,末,mò,tip; end; final stage; latter part; inessential detail; powder; dust; opera role of old man,"newest-4, new-4","f, g",3736,1,1-char,我在学习“末”。,I'm learning '末'.
属,屬,shǔ,category; genus (taxonomy); family members; dependents; to belong to; subordinate to; affiliated with; be born in the year of (one of the 12 animals); to be; to prove to be; to constitute,"newest-6, new-3",v,3739,1,1-char,我每天都属。,I category every day.
细,細,xì,thin or slender; finely particulate; thin and soft; fine; delicate; trifling; (of a sound) quiet; frugal,"newest-4, new-4","a, ad",3744,1,1-char,这个很细。,This is very thin or slender.
劝,勸,quàn,to advise; to urge; to try to persuade; to exhort; to console; to soothe,"newest-5, new-5, old-5",v,3745,1,1-char,我每天都劝。,I to advise every day.
标,標,biāo,"mark; sign; label; to mark with a symbol, label, lettering etc; to bear (a brand name, registration number etc); prize; award; bid; target; quota; (old) the topmost branches of a tree; visible symptom; classifier for military units","newest-7, new-7","v, g, n, q",3748,1,1-char,我每天都标。,I mark every day.
娶,娶,qǔ,to take a wife; to marry (a woman),"newest-6, new-7, old-5",v,3752,1,1-char,我每天都娶。,I to take a wife every day.
刻,刻,kè,quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals,"newest-3, new-2, old-3","v, qt",3756,1,1-char,我每天都刻。,I quarter every day.
厚,厚,hòu,thick; deep or profound; kind; generous; rich or strong in flavor; to favor; to stress,"newest-4, new-4, old-4",a,3759,1,1-char,这个很厚。,This is very thick.
扇,扇,shān,to fan; to slap sb on the face,"newest-5, new-5","q, v, n",3773,1,1-char,我在学习“扇”。,I'm learning '扇'.
堵,堵,dǔ,"to block up (a road, pipe etc); to stop up (a hole); (fig.) (of a person) choked up with anxiety or stress; wall (literary); (classifier for walls)","newest-5, new-4","v, q",3782,1,1-char,我每天都堵。,I to block up every day.
匹,匹,pī,mate; one of a pair,"newest-5, new-5, old-5","q, g",3794,1,1-char,我在学习“匹”。,I'm learning '匹'.
拔,拔,bá,to pull up; to pull out; to draw out by suction; to select; to pick; to stand out (above level); to surpass; to seize,"newest-7, new-5",v,3803,1,1-char,我每天都拔。,I to pull up every day.
笨,笨,bèn,stupid; foolish; silly; slow-witted; clumsy,"newest-4, new-4, old-4","a, an",3806,1,1-char,这个很笨。,This is very stupid.
贼,賊,zéi,thief; traitor; wily; deceitful; evil; extremely,"newest-7, new-7, old-6","n, g, a",3807,1,1-char,这是贼。,This is a thief.
锅,鍋,guō,pot; pan; wok; cauldron; pot-shaped thing,"newest-5, new-5, old-5","n, q",3812,1,1-char,这是锅。,This is a pot; pan; wok; cauldron.
尚,尚,Shàng,surname Shang,"newest-7, new-7","d, g, nr",3816,1,1-char,他尚来。,He comes surname Shang.
夏,夏,Xià,the Xia or Hsia dynasty c. 2000 BC; Xia of the Sixteen Kingdoms (407-432); surname Xia,old-3,"tg, g, nr",3828,1,1-char,我们夏见。,See you the Xia or Hsia dynasty c. 2000 BC.
狠,狠,hěn,ruthless; fierce; ferocious; determined; to harden (one's heart); old variant of 很,"newest-6, new-6","a, d",3832,1,1-char,这个很狠。,This is very ruthless.
蹲,蹲,dūn,to crouch; to squat; to stay (somewhere),"newest-6, new-6, old-5",v,3836,1,1-char,我每天都蹲。,I to crouch every day.
丑,丑,Chǒu,surname Chou,"newest-5, new-5, old-5","a, g",3841,1,1-char,这个很丑。,This is very surname Chou.
牵,牽,qiān,to lead along; to pull (an animal on a tether); (bound form) to involve; to draw in,"newest-6, new-6, old-5",v,3847,1,1-char,我每天都牵。,I to lead along every day.
冻,凍,dòng,to freeze; to feel very cold; aspic or jelly,"newest-5, new-5, old-5",v,3883,1,1-char,我每天都冻。,I to freeze every day.
暖,㬉,nuǎn,old variant of 暖,"newest-6, new-5","a, v, g",3896,1,1-char,这个很暖。,This is very old variant of 暖.
戒,戒,jiè,to guard against; to exhort; to admonish or warn; to give up or stop doing sth; Buddhist monastic discipline; ring (for a finger),"newest-7, new-5","v, g, vn",3905,1,1-char,我每天都戒。,I to guard against every day.
刮,刮,guā,to scrape; to blow; to shave; to plunder; to extort,"newest-3, new-6, old-3",v,3910,1,1-char,我每天都刮。,I to scrape every day.
饼,餅,bǐng,round flat cake; cookie; cake; pastry,"newest-5, new-5",n,3918,1,1-char,这是饼。,This is a round flat cake.
阵,陣,zhèn,disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration,"newest-5, new-4, old-5","g, qt",3920,1,1-char,我在学习“阵”。,I'm learning '阵'.
免,免,miǎn,to excuse sb; to exempt; to remove or dismiss from office; to avoid; to avert; to escape; to be prohibited,"newest-6, new-7","v, d",3929,1,1-char,我每天都免。,I to excuse sb every day.
瞎,瞎,xiā,blind; groundlessly; foolishly; to no purpose,"newest-7, new-7, old-5","d, v, a",3932,1,1-char,他瞎来。,He comes blind.
矮,矮,ǎi,low; short (in length),"newest-3, new-4, old-3","a, v",3952,1,1-char,这个很矮。,This is very low.
坑,坑,kēng,pit; depression; hollow; tunnel; hole in the ground; (archaic) to bury alive; to hoodwink; to cheat (sb),"newest-7, new-7, old-6","n, v",3953,1,1-char,这是坑。,This is a pit; depression; hollow.
挥,揮,huī,to wave; to brandish; to command; to conduct; to scatter; to disperse,"newest-5, new-7, old-5",v,3969,1,1-char,我每天都挥。,I to wave every day.
亦,亦,yì,also,"newest-7, new-7, old-6",d,3970,1,1-char,他亦来。,He comes also.
宗,宗,Zōng,surname Zong,"newest-7, new-7","q, g",3992,1,1-char,我在学习“宗”。,I'm learning '宗'.
敲,敲,qiāo,to hit; to strike; to tap; to rap; to knock; to rip sb off; to overcharge,"newest-4, new-5, old-4",v,4007,1,1-char,我每天都敲。,I to hit every day.
迟,遲,Chí,surname Chi,"newest-4, new-5","a, ad",4008,1,1-char,这个很迟。,This is very surname Chi.
涨,漲,zhǎng,"to rise (of prices, rivers)","newest-5, new-5, old-5",v,4020,1,1-char,我每天都涨。,I to rise every day.
吨,噸,dūn,ton (loanword); Taiwan pr. [dùn],"newest-5, new-5, old-5",q,4023,1,1-char,我在学习“吨”。,I'm learning '吨'.
广,广,yǎn,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc","newest-5, new-5","a, ad, b",4029,1,1-char,这个很广。,"This is very ""house on a cliff"" radical in Chinese characters , occurring in 店, 序, 底 etc."
趁,趁,chèn,to avail oneself of; to take advantage of,"newest-6, new-7, old-5","p, v",4043,1,1-char,我趁家来。,I come to avail oneself of home.
阴,陰,Yīn,surname Yin,"newest-2, new-2, old-2","a, g, ad, b",4058,1,1-char,这个很阴。,This is very surname Yin.
春,旾,chūn,old variant of 春,old-3,tg,4065,1,1-char,我们春见。,See you old variant of 春.
灭,滅,miè,to extinguish or put out; to go out (of a fire etc); to exterminate or wipe out; to drown,"newest-6, new-6",v,4065,1,1-char,我每天都灭。,I to extinguish or put out every day.
沉,沉,chén,to submerge; to immerse; to sink; to keep down; to lower; to drop; deep; profound; heavy,"newest-5, new-4","v, a",4077,1,1-char,我每天都沉。,I to submerge every day.
贱,賤,jiàn,inexpensive; lowly; despicable; (bound form) (humble) my,"newest-7, new-7",a,4078,1,1-char,这个很贱。,This is very inexpensive.
兼,兼,jiān,double; twice; simultaneous; holding two or more (official) posts at the same time,"newest-7, new-7",v,4083,1,1-char,我每天都兼。,I double every day.
凉,涼,Liáng,"the five Liang of the Sixteen Kingdoms, namely: Former Liang 前凉 (314-376), Later Liang 后凉 (386-403), Northern Liang 北凉 (398-439), Southern Liang 南凉 (397-414), Western Liang 西凉 (400-421)","newest-4, new-2","a, v, ad, b, g",4088,1,1-char,这个很凉。,"This is very the five Liang of the Sixteen Kingdoms, namely: Former Liang 前凉 , Later Liang 后凉 , Northern Liang 北凉 , Southern Liang 南凉 , Western Liang 西凉."
捡,撿,jiǎn,to pick up; to collect; to gather,"newest-5, new-6, old-5",v,4100,1,1-char,我每天都捡。,I to pick up every day.
犬,犬,quǎn,dog; Kangxi radical 94,old-6,g,4105,1,1-char,我在学习“犬”。,I'm learning '犬'.
伙,伙,huǒ,meals (abbr. for 食); variant of 伙,"newest-5, new-4",q,4111,1,1-char,我在学习“伙”。,I'm learning '伙'.
薄,薄,Bó,surname Bo,"newest-5, new-4, old-5",a,4129,1,1-char,这个很薄。,This is very surname Bo.
填,填,tián,to fill or stuff; (of a form etc) to fill in,"newest-5, new-4",v,4140,1,1-char,我每天都填。,I to fill or stuff every day.
攻,攻,gōng,to attack; to accuse; to study,"newest-7, new-7","v, vn",4153,1,1-char,我每天都攻。,I to attack every day.
染,染,rǎn,to dye; to catch (a disease); to acquire (bad habits etc); to contaminate; to add color washes to a painting,"newest-6, new-5, old-6","v, vn",4175,1,1-char,我每天都染。,I to dye every day.
肾,腎,shèn,kidney,"newest-7, new-7",n,4176,1,1-char,这是肾。,This is a kidney.
