hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
噪音,噪音,zào yīn,rumble; noise; static (in a signal),"new-7, old-6",n,7079,2,2-char,这是噪音。,This is a rumble.
光线,光線,guāng xiàn,light ray; light; illumination; lighting (for a photograph),"newest-5, new-5",n,7080,2,2-char,这是光线。,This is a light ray.
出动,出動,chū dòng,to start out on a trip; to dispatch troops,"newest-7, new-6",v,7080,2,2-char,我每天都出动。,I to start out on a trip every day.
原先,原先,yuán xiān,originally; original; former,"newest-6, new-5, old-6","d, b",7083,2,2-char,他原先来。,He comes originally.
出差,出差,chū chāi,to go on an official or business trip,"newest-4, new-5, old-4","v, vn",7087,2,2-char,我每天都出差。,I to go on an official or business trip every day.
删除,刪除,shān chú,to delete; to cancel,"newest-5, new-7, old-5",v,7087,2,2-char,我每天都删除。,I to delete every day.
妥协,妥協,tuǒ xié,to compromise; to reach terms; a compromise,"newest-7, new-7, old-6","v, vn",7090,2,2-char,我每天都妥协。,I to compromise every day.
宁静,寧靜,níng jìng,tranquil; tranquility; serenity,"newest-7, new-4","a, an",7092,2,2-char,这个很宁静。,This is very tranquil.
强度,強度,qiáng dù,strength; intensity,"newest-5, new-5",n,7098,2,2-char,这是强度。,This is a strength.
枕头,枕頭,zhěn tou,pillow,"newest-6, new-7, old-5",n,7101,2,2-char,这是枕头。,This is a pillow.
树林,樹林,Shù lín,"Shulin city in New Taipei City 市, Taiwan","newest-4, new-4",n,7102,2,2-char,这是树林。,"This is a Shulin city in New Taipei City 市, Taiwan."
解开,解開,jiě kāi,to untie; to undo; to solve (a mystery),new-3,v,7102,2,2-char,我每天都解开。,I to untie every day.
高于,高於,gāo yú,greater than; to exceed,"newest-4, new-5",v,7103,2,2-char,我每天都高于。,I greater than every day.
探讨,探討,tàn tǎo,to investigate; to probe,"newest-6, new-6, old-6","v, vn",7107,2,2-char,我每天都探讨。,I to investigate every day.
来回,來回,lái huí,to make a round trip; return journey; back and forth; to and fro; repeatedly,"newest-7, new-7","v, n, d",7107,2,2-char,我每天都来回。,I to make a round trip every day.
终结,終結,zhōng jié,end; conclusion; to come to an end; to terminate (sth),"newest-7, new-7","v, vn",7108,2,2-char,我每天都终结。,I end; conclusion every day.
可恶,可惡,kě wù,repulsive; vile; hateful; abominable,"newest-7, new-7, old-6",a,7109,2,2-char,这个很可恶。,This is very repulsive.
主导,主導,zhǔ dǎo,leading; dominant; prevailing; to lead; to direct; to dominate,"newest-6, new-5, old-6","n, v",7113,2,2-char,这是主导。,This is a leading.
泡沫,泡沫,pào mò,foam; (soap) bubble; (economic) bubble,"newest-7, new-7, old-6",n,7113,2,2-char,这是泡沫。,This is a foam.
车厢,車廂,chē xiāng,carriage,"newest-5, new-7, old-5",n,7116,2,2-char,这是车厢。,This is a carriage.
谴责,譴責,qiǎn zé,to denounce; to condemn; to criticize; condemnation; criticism,"newest-7, new-7, old-6","v, vn",7122,2,2-char,我每天都谴责。,I to denounce every day.
熊猫,熊貓,xióng māo,panda,old-3,"n, nz",7123,2,2-char,这是熊猫。,This is a panda.
变动,變動,biàn dòng,to change; to fluctuate; change; fluctuation,"newest-5, new-5","vn, v",7124,2,2-char,我每天都变动。,I to change every day.
论坛,論壇,lùn tán,forum (for discussion),"newest-6, new-7, old-6",n,7125,2,2-char,这是论坛。,This is a forum.
以内,以內,yǐ nèi,within; less than,"newest-4, new-4",f,7129,2,2-char,我在学习“以内”。,I'm learning '以内'.
力度,力度,lì dù,strength; vigor; efforts; (music) dynamics,"newest-6, new-7",n,7129,2,2-char,这是力度。,This is a strength.
分歧,分歧,fēn qí,"divergent; difference (of opinion, position); disagreement; (math.) bifurcation","newest-7, new-7, old-6",n,7131,2,2-char,这是分歧。,This is a divergent.
城堡,城堡,chéng bǎo,castle; rook (chess piece),old-6,n,7132,2,2-char,这是城堡。,This is a castle.
失眠,失眠,shī mián,to suffer from insomnia,"newest-5, new-7, old-5","v, vn",7134,2,2-char,我每天都失眠。,I to suffer from insomnia every day.
烟花,煙花,yān huā,fireworks; prostitute (esp. in Yuan theater),"newest-7, new-6, old-6",n,7136,2,2-char,这是烟花。,This is a fireworks.
烧烤,燒烤,shāo kǎo,barbecue; to roast,"newest-5, new-7","vn, v",7139,2,2-char,我每天都烧烤。,I barbecue every day.
多种,多種,duō zhǒng,many kinds of; multiple; diverse; multi-,new-4,m,7142,2,2-char,我有三多种。,I have three many kinds of; multiple; diverse; multi-.
纠缠,糾纏,jiū chán,to be in a tangle; to nag,"newest-7, new-7","v, vn",7142,2,2-char,我每天都纠缠。,I to be in a tangle every day.
海报,海報,hǎi bào,poster; playbill; notice,"newest-7, new-6",n,7144,2,2-char,这是海报。,This is a poster.
护照,護照,hù zhào,passport,"newest-3, new-2, old-3",n,7152,2,2-char,这是护照。,This is a passport.
型号,型號,xíng hào,"model (particular version of a manufactured article); type (product specification in terms of color, size etc)","newest-6, new-4",n,7153,2,2-char,这是型号。,This is a model.
备用,備用,bèi yòng,reserve; spare; alternate; backup,"newest-6, new-7","vn, v",7153,2,2-char,我每天都备用。,I reserve every day.
机密,機密,jī mì,secret; classified (information),"newest-7, new-7, old-6","n, a",7153,2,2-char,这是机密。,This is a secret.
发放,發放,fā fàng,to provide; to give; to grant,"newest-6, new-6","v, vn",7155,2,2-char,我每天都发放。,I to provide every day.
学员,學員,xué yuán,student; member of an institution of learning; officer cadet,"newest-6, new-6",n,7156,2,2-char,这是学员。,This is a student.
弱点,弱點,ruò diǎn,weak point; failing,"newest-6, new-7, old-6",n,7156,2,2-char,这是弱点。,This is a weak point.
排练,排練,pái liàn,to rehearse; rehearsal,"newest-6, new-7","v, vn",7156,2,2-char,我每天都排练。,I to rehearse every day.
专注,專注,zhuān zhù,to focus; to concentrate; to give one's full attention,"newest-6, new-7","v, vn",7159,2,2-char,我每天都专注。,I to focus; to concentrate; to give one's full attention every day.
漏洞,漏洞,lòu dòng,leak; hole; gap; loophole,"newest-6, new-5",n,7160,2,2-char,这是漏洞。,This is a leak.
绳子,繩子,shéng zi,cord; string; rope,"newest-7, new-7, old-5",n,7161,2,2-char,这是绳子。,This is a cord; string; rope.
剧情,劇情,jù qíng,story line; plot; drama (genre),"newest-7, new-7",n,7162,2,2-char,这是剧情。,This is a story line.
快递,快遞,kuài dì,express delivery,"newest-4, new-4","v, vn",7167,2,2-char,我每天都快递。,I express delivery every day.
灿烂,燦爛,càn làn,to glitter; brilliant; splendid,"newest-7, new-7, old-6",a,7167,2,2-char,这个很灿烂。,This is very to glitter.
损坏,損壞,sǔn huài,to damage; to injure,"newest-6, new-7, old-6","v, vn",7169,2,2-char,我每天都损坏。,I to damage every day.
新型,新型,xīn xíng,new type; new kind,"newest-5, new-4",b,7169,2,2-char,我在学习“新型”。,I'm learning '新型'.
才华,才華,cái huá,talent,"newest-6, new-7",n,7172,2,2-char,这是才华。,This is a talent.
自行,自行,zì xíng,voluntary; autonomous; by oneself; self-,"newest-7, new-7","d, b",7172,2,2-char,他自行来。,He comes voluntary.
书店,書店,shū diàn,bookstore,"newest-1, new-1",n,7174,2,2-char,这是书店。,This is a bookstore.
验证,驗證,yàn zhèng,to inspect and verify; experimental verification; to validate (a theory); to authenticate,"newest-6, new-7, old-6","v, vn",7174,2,2-char,我每天都验证。,I to inspect and verify every day.
拘留,拘留,jū liú,to detain (a prisoner); to keep sb in custody,"newest-7, new-7, old-6","v, vn",7175,2,2-char,我每天都拘留。,I to detain every day.
酸奶,酸奶,suān nǎi,yogurt,"newest-4, new-4",n,7176,2,2-char,这是酸奶。,This is a yogurt.
孕妇,孕婦,yùn fù,pregnant woman,"newest-7, new-7",n,7177,2,2-char,这是孕妇。,This is a pregnant woman.
水面,水面,shuǐ miàn,water surface,"newest-6, new-7",n,7177,2,2-char,这是水面。,This is a water surface.
互动,互動,hù dòng,to interact; interactive,"newest-5, new-6","vn, v",7181,2,2-char,我每天都互动。,I to interact every day.
下雪,下雪,xià xuě,to snow,new-2,v,7185,2,2-char,我每天都下雪。,I to snow every day.
优美,優美,yōu měi,graceful; fine; elegant,"newest-5, new-4, old-5",a,7192,2,2-char,这个很优美。,This is very graceful.
传染,傳染,chuán rǎn,to infect; contagious,"newest-6, new-7, old-5","v, vn",7193,2,2-char,我每天都传染。,I to infect every day.
怀着,懷著,huáizhe,Be with,new-7,v,7193,2,2-char,我每天都怀着。,I Be with every day.
查询,查詢,chá xún,to check; to inquire; to consult (a document etc); inquiry; query,"newest-6, new-5","v, vn",7195,2,2-char,我每天都查询。,I to check every day.
热水,熱水,rè shuǐ,hot water,new-6,n,7195,2,2-char,这是热水。,This is a hot water.
切断,切斷,qiē duàn,to cut off; to sever,new-7,v,7196,2,2-char,我每天都切断。,I to cut off every day.
复合,復合,fù hé,(of people who were estranged) to be reconciled; (of a couple) to get back together,"newest-7, new-7","v, vn",7196,2,2-char,我每天都复合。,I to be reconciled every day.
耳机,耳機,ěr jī,headphones; earphones; telephone receiver,"newest-3, new-4",n,7196,2,2-char,这是耳机。,This is a headphones.
下场,下場,xià chǎng,"to leave (the stage, an exam room, the playing field etc); to take part in some activity; to take an examination (in the imperial examination system)","newest-7, new-7","n, v",7197,2,2-char,这是下场。,This is a to leave.
英文,英文,Yīng wén,English (language),new-2,nz,7197,2,2-char,这是英文。,This is an English.
跑步,跑步,pǎo bù,to run; to jog; (military) to march at the double,"newest-2, new-3, old-2",v,7199,2,2-char,我每天都跑步。,I to run every day.
歌唱,歌唱,gē chàng,to sing,"newest-6, new-6","v, vn",7200,2,2-char,我每天都歌唱。,I to sing every day.
气温,氣溫,qì wēn,air temperature,"newest-4, new-2",n,7200,2,2-char,这是气温。,This is an air temperature.
匹配,匹配,pǐ pèi,to mate or marry; to match; matching; compatible,"newest-7, new-7","v, vn",7203,2,2-char,我每天都匹配。,I to mate or marry every day.
气象,氣象,qì xiàng,meteorological feature; meteorology; atmosphere; ambience; scene,"newest-7, new-5, old-6",n,7203,2,2-char,这是气象。,This is a meteorological feature.
初中,初中,chū zhōng,junior high school (abbr. for 初级中学),"newest-3, new-3",n,7208,2,2-char,这是初中。,This is a junior high school.
放学,放學,fàng xué,to dismiss students at the end of the school day,"newest-3, new-1",v,7209,2,2-char,我每天都放学。,I to dismiss students at the end of the school day every day.
介意,介意,jiè yì,to care about; to take offense; to mind,"newest-7, new-7",v,7210,2,2-char,我每天都介意。,I to care about every day.
两边,兩邊,liǎng bian,either side; both sides,new-4,f,7213,2,2-char,我在学习“两边”。,I'm learning '两边'.
铃声,鈴聲,líng shēng,ring; ringtone; bell stroke; tintinnabulation,new-5,n,7216,2,2-char,这是铃声。,This is a ring.
画家,畫家,huà jiā,painter,"newest-3, new-2",n,7217,2,2-char,这是画家。,This is a painter.
编号,編號,biān hào,to number; numbering; serial number,"newest-7, new-7","n, v",7219,2,2-char,这是编号。,This is a to number.
一体,一體,yī tǐ,an integral whole; all concerned; everybody,"newest-7, new-7",n,7220,2,2-char,这是一体。,This is an an integral whole.
求助,求助,qiú zhù,to request help; to appeal (for help),"newest-6, new-7","v, vn",7221,2,2-char,我每天都求助。,I to request help every day.
原地,原地,yuán dì,(in) the original place; the place where one currently is; place of origin; local (product),new-7,n,7224,2,2-char,这是原地。,This is a the original place.
将近,將近,jiāng jìn,almost; nearly; close to,"newest-5, new-3, old-6",d,7225,2,2-char,他将近来。,He comes almost.
巧合,巧合,qiǎo hé,coincidence; coincidental; to coincide,"newest-7, new-7","v, vn",7230,2,2-char,我每天都巧合。,I coincidence every day.
古怪,古怪,gǔ guài,strange; weird; eccentric; bizarre,"newest-7, new-7, old-6",a,7231,2,2-char,这个很古怪。,This is very strange.
逃走,逃走,táo zǒu,to escape; to flee; to run away,new-5,v,7231,2,2-char,我每天都逃走。,I to escape every day.
按时,按時,àn shí,on time; before deadline; on schedule,"newest-4, new-4, old-4",d,7233,2,2-char,他按时来。,He comes on time.
关上,關上,guān shàng,"to close (a door); to turn off (light, electrical equipment etc)",new-1,v,7234,2,2-char,我每天都关上。,I to close every day.
岩石,岩石,yán shí,rock,"newest-7, new-7, old-6",n,7234,2,2-char,这是岩石。,This is a rock.
骑车,騎車,qí chē,to ride a bike (motorbike or bicycle),new-2,v,7235,2,2-char,我每天都骑车。,I to ride a bike every day.
西南,西南,xī nán,southwest,"newest-3, new-2","s, f, ns",7237,2,2-char,这是西南。,This is a southwest.
克隆,克隆,kè lóng,clone (loanword),"newest-7, new-7","v, vn",7241,2,2-char,我每天都克隆。,I clone every day.
分布,分佈,fēn bù,"to scatter; to distribute; to be distributed (over an area etc); (statistical, geographic) distribution","newest-5, new-4, old-5","v, vn",7247,2,2-char,我每天都分布。,I to scatter every day.
暑假,暑假,shǔ jià,summer vacation,"newest-4, new-4",t,7249,2,2-char,我们暑假见。,See you summer vacation.
进度,進度,jìn dù,rate of progress,"newest-6, new-7",n,7249,2,2-char,这是进度。,This is a rate of progress.
必需,必需,bì xū,to need; to require; essential; indispensable,"newest-5, new-5, old-5","v, vn",7251,2,2-char,我每天都必需。,I to need every day.
笑声,笑聲,xiào shēng,laughter,new-6,n,7252,2,2-char,这是笑声。,This is a laughter.
流泪,流淚,liú lèi,to shed tears,"new-7, old-4",v,7253,2,2-char,我每天都流泪。,I to shed tears every day.
精致,精緻,jīng zhì,delicate; fine; exquisite; refined,"newest-6, new-7, old-6","a, ad",7254,2,2-char,这个很精致。,This is very delicate.
直至,直至,zhí zhì,lasting until; up till (the present),"newest-7, new-7",v,7255,2,2-char,我每天都直至。,I lasting until every day.
出身,出身,chū shēn,to be born of; to come from; family background; class origin,"newest-7, new-7, old-6","v, vn",7256,2,2-char,我每天都出身。,I to be born of every day.
柔软,柔軟,róu ruǎn,soft,"newest-6, new-7","a, an",7257,2,2-char,这个很柔软。,This is very soft.
何处,何處,hé chù,whence; where,new-7,r,7260,2,2-char,我在学习“何处”。,I'm learning '何处'.
头号,頭號,tóu hào,first rate; top rank; number one,"newest-7, new-7",b,7261,2,2-char,我在学习“头号”。,I'm learning '头号'.
王国,王國,wáng guó,kingdom; realm,"newest-7, new-7","n, nr",7263,2,2-char,这是王国。,This is a kingdom.
西北,西北,Xī běi,"Northwest China (Shaanxi, Gansu, Qinghai, Ningxia, Xinjiang)","newest-3, new-2","s, ns, f",7263,2,2-char,这是西北。,This is a Northwest China.
值班,值班,zhí bān,to work a shift; on duty,"newest-6, new-5, old-6","v, vn",7266,2,2-char,我每天都值班。,I to work a shift every day.
丢掉,丟掉,diū diào,to lose; to throw away; to discard; to cast away,new-7,v,7268,2,2-char,我每天都丢掉。,I to lose every day.
动静,動靜,dòng jìng,(detectable) movement; (sign of) activity; movement and stillness,"newest-7, new-7, old-6",n,7275,2,2-char,这是动静。,This is a movement.
